GameID	    GameID alt.	Hash	         Name
SLUS-21069	SLUS_210.69	0x04F905A9FD	American Chopper
SLUS-21288	SLUS_212.88	0x5CA15DF18D	American Chopper 2
SLES-53779	SLES_537.79	0x34E911B91D	American Chopper 2 - Full Throttle
SLUS-20816	SLUS_208.16	0xC439C569D5	American Idol
SLUS-21347	SLUS_213.47	0x4CB14DE1C5	AMF Xtreme Bowling
SLES-54365	SLES_543.65	0xA5798129FD	AMF Xtreme Bowling 2006
SCES-51706	SCES_517.06	0xCA110940AD	Amplitude
SCUS-97258	SCUS_972.58	0x26918DC0AD	Amplitude
SLES-51706	SLES_517.06	0xCA11E941AD	Amplitude
SCUS-97262	SCUS_972.62	0x26918DC08D	Amplitude [Demo]
SCUS-97292	SCUS_972.92	0xDF69753865	Amplitude [Demo]
SCUS-97869	SCUS_978.69	0x4FF9E5A8FD	Amplitude P.O.D. [Demo]
SLES-54626	SLES_546.26	0xED31C9614D	An American Tail
SCES-54016	SCES_540.16	0x74A9B1F8C5	and 1 Streetball
SLES-54016	SLES_540.16	0x74A951F9C5	And 1 Streetball
SLES-54016	SLES_540.16	0x74A951F9C5	and 1 Streetball
SLUS-21237	SLUS_212.37	0x2CD12D8115	And 1 Streetball
SLPM-66709	SLPM_667.09	0xE106B4198D	Angel Profile
SLPM-55085	SLPM_550.85	0x7DEE5CF1A5	Angel Profile [Best Hit Selection]
SLPM-65828	SLPM_658.28	0x886EDC716D	Angel Wish
SLPM-65827	SLPM_658.27	0x886EDC7155	ANGEL WISH - KIMI NO EGAO NI CHU! [SPECIAL EDITION]
SLPM-65513	SLPM_655.13	0x47DE6CC1B5	Angel's Feather
SLPM-65943	SLPM_659.43	0xA046F459DD	Angel's Feather
SLPM-65512	SLPM_655.12	0x47DE6CC1BD	Angel's Feather [Limited Edition]
SLPM-65239	SLPM_652.39	0x0F9624890D	Angelic Concert
SLPM-65238	SLPM_652.38	0x0F96248905	Angelic Concert [Limited Edition]
SLPM-65715	SLPM_657.15	0xE80EBC11B5	Angelique Etoile
SLPM-66524	SLPM_665.24	0x30D664C915	Angelique Etoile [Koei Best]
SLPM-66938	SLPM_669.38	0x997ECC618D	Angelique Etoile [Koei Selection]
KOEI-00020	KOEI_000.20	0x8064F1B9A4	Angelique Etoile [Premium Box]
SLPM-65714	SLPM_657.14	0xE80EBC11BD	Angelique Etoile [Premium Box]
SLPM-62022	SLPM_620.22	0x2CB604A9A5	Angelique Trois
SLPM-65037	SLPM_650.37	0x3FA614B9ED	Angelique Trois - Aizouban
SLPM-65159	SLPM_651.59	0x1F8634999D	Angelique Trois - Aizouban
SLPM-66006	SLPM_660.06	0xB056E449C5	Angelique Trois - Aizouhen [Koei Selection]
SLPM-65541	SLPM_655.41	0xC02694392D	Angelique Trois - Aizouhen [Koei The Best]
SLPM-62021	SLPM_620.21	0x2CB604A9BD	Angelique Trois [Premium Box]
SCES-52371	SCES_523.71	0x93495118BD	Animal Soccer World
SLES-52371	SLES_523.71	0x9349B119BD	Animal Soccer World
SCES-52729	SCES_527.29	0xCB110940B5	Animaniacs - The Great Edgar Hunt
SLES-52729	SLES_527.29	0xCB11E941B5	Animaniacs - The Great Edgar Hunt
SLPM-65604	SLPM_656.04	0xD036842935	Animation Battle - Recca no Honou
SLPM-65027	SLPM_650.27	0x3FA614B99D	Anime Eikaiwa - 15 Shounen Hyouryuuki - Hitomi no Naka no Shounen
SLPM-65029	SLPM_650.29	0x3FA614B9AD	Anime Eikaiwa - Tondemo Nezumi Daikatsuyaku
SLPM-65028	SLPM_650.28	0x3FA614B9A5	Anime Eikaiwa - Tottoi
SLPM-65143	SLPM_651.43	0x27BE0CA125	Anime Super Remix, The - Ashita no Joe 2
SLPM-65142	SLPM_651.42	0x27BE0CA12D	Anime Super Remix, The - Kyojin no Hoshi
SLPS-25394	SLPS_253.94	0x50E15CF15D	Another Century's Episode
SLPS-73227	SLPS_732.27	0x47A914B9DD	Another Century's Episode [PlayStation 2 The Best]
SLPS-25623	SLPS_256.23	0x99299439BD	Another Century's Episode 2
SLPS-25784	SLPS_257.84	0xB101BC11ED	Another Century's Episode 3 - The Final
SCES-54152	SCES_541.52	0x548991D8A5	Ant Bully
SCES-54178	SCES_541.78	0x5C8199D0FD	Ant Bully
SLES-54152	SLES_541.52	0x548971D9A5	Ant Bully, The
SLES-54178	SLES_541.78	0x5C8179D1FD	Ant Bully, The
SLUS-21415	SLUS_214.15	0x7C817DD1D5	Ant Bully, The
SCES-50964	SCES_509.64	0x71A9B1F865	Antz Extreme Racing
SLES-50964	SLES_509.64	0x71A951F965	Antz Extreme Racing
SLUS-20392	SLUS_203.92	0x7B817DD1AD	Antz Extreme Racing
SLPM-84075	SLPM_840.75	0xCA3E8C2145	Anubis - Zone of the Enders Special Edition [Konami Dendou Selection]
SCES-53571	SCES_535.71	0xE43921684D	Anubis II
SLES-53571	SLES_535.71	0xE439C1694D	Anubis II
SLPM-65500	SLPM_655.00	0x4FD664C915	Anubis ZOE - Special Edition
SLPM-65991	SLPM_659.91	0xB056E4494D	Anubis ZOE - Special Edition [Konami Dendou Collection]
SLPM-65236	SLPM_652.36	0x0F96248915	Anubis Zone of Enders
SLPM-65361	SLPM_653.61	0x6FF644E95D	Anubis Zone of Enders [Special Edition LE]
SLPM-65736	SLPM_657.36	0xF016A40975	Ao no Mamade
SLPM-65735	SLPM_657.35	0xF016A4090D	Ao no Mamade [Treasure Box]
SLPS-25700	SLPS_257.00	0x81318C213D	Aoi no Tristia [The Best Price]
SLPS-25749	SLPS_257.49	0xB909B4198D	Aoi Sora no Neosphere - Nanoka Franka no Hatsumei Koubouki 2
SLPS-25748	SLPS_257.48	0xB909B41985	Aoi Sora no Neosphere - Nanoka Franka no Hatsumei Koubouki 2 [Limited Edition]
SLPS-25514	SLPS_255.14	0x70C17CD1BD	Aoi Umi no Trista
SLPS-25513	SLPS_255.13	0x70C17CD1A5	Aoi Umi no Trista [Limited Edition]
SLPM-66959	SLPM_669.59	0xA146F4591D	Aoishiro
SLPM-66958	SLPM_669.58	0xA146F45915	Aoishiro [Limited Edition]
SLPM-55165	SLPM_551.65	0x6DFE4CE135	Aoishiro [SuperLite 2000 Adventure]
SCAJ-20178	SCAJ_201.78	0xA3D5C08825	Ape Escape - Million Monkeys
SCPS-19325	SCPS_193.25	0x4AF1ACE035	Ape Escape - Million Monkeys [PlayStation 2 The Best]
SCCS-40016	SCCS_400.16	0xB7F9602895	Ape Escape - Pumped & Primed
SLUS-21096	SLUS_210.96	0x0CF10DA1DD	Ape Escape - Pumped & Primed
SCCS-40001	SCCS_400.01	0xB7F960281D	Ape Escape 2
SCED-51366	SCED_513.66	0x1A4A59101D	Ape Escape 2
SCES-50885	SCES_508.85	0x01D9C1889D	Ape Escape 2
SCES-51102	SCES_511.02	0x518991D815	Ape Escape 2
SCES-51103	SCES_511.03	0x518991D81D	Ape Escape 2
SCES-51104	SCES_511.04	0x598199D0ED	Ape Escape 2
SCES-51105	SCES_511.05	0x598199D0E5	Ape Escape 2
SCPS-55035	SCPS_550.35	0x0D91CC8065	Ape Escape 2
SLES-50885	SLES_508.85	0x01D921899D	Ape Escape 2
SLES-51102	SLES_511.02	0x518971D915	Ape Escape 2
SLES-51103	SLES_511.03	0x518971D91D	Ape Escape 2
SLES-51104	SLES_511.04	0x598179D1ED	Ape Escape 2
SLES-51105	SLES_511.05	0x598179D1E5	Ape Escape 2
SLUS-20685	SLUS_206.85	0xA459A5095D	Ape Escape 2
SCPS-19206	SCPS_192.06	0x52E9B4F8F5	Ape Escape 2 [PlayStation 2 The Best]
SCAJ-20138	SCAJ_201.38	0xBBCDD890FD	Ape Escape 3
SCES-53642	SCES_536.42	0xD409115835	Ape Escape 3
SCKA-20062	SCKA_200.62	0x0370E2A865	Ape Escape 3
SCUS-97501	SCUS_975.01	0xEF594508DD	Ape Escape 3
SLES-53642	SLES_536.42	0xD409F15935	Ape Escape 3
SCUS-97548	SCUS_975.48	0x9F29357825	Ape Escape 3 [Demo]
SCPS-19327	SCPS_193.27	0x4AF1ACE025	Ape Escape 3 [PlayStation 2 the Best - Reprint]
SCAJ-20195	SCAJ_201.95	0xABDDC880A5	Ape Escape 3 [PlayStation 2 the Best]
SLPM-65710	SLPM_657.10	0xE80EBC115D	Apocripha Zero
SLPM-66551	SLPM_665.51	0x38DE6CC145	Appleseed EX
SLPM-62340	SLPM_623.40	0x5CC674D9C5	Apprentice Magician
SLUS-20162	SLUS_201.62	0x23D92589A5	Aqua Aqua
SCES-50053	SCES_500.53	0x508991D8CD	Aqua Aqua - Wetrix 2
SLES-50053	SLES_500.53	0x508971D9CD	Aqua Aqua - Wetrix 2
SLPM-65670	SLPM_656.70	0xE006B41915	Aqua Kids
SLUS-21633	SLUS_216.33	0xB549B5192D	Aqua Teen Hunger Force - Zombie Ninja Pro-Am
SLES-54788	SLES_547.88	0x35E911B9A5	Aqua Teen Hunger Force Zombie Ninja Pro-Am
SLPS-20027	SLPS_200.27	0x1BA11CB155	Aquaqua
SLUS-21445	SLUS_214.45	0x649965C9DD	Ar Tonelico
SLES-54586	SLES_545.86	0xFD21D9719D	Ar tonelico - Melody of Elemia
SLPS-25604	SLPS_256.04	0x9929943925	Ar Tonelico - Sekai no Owari de Utai Tsudukeru Shoujo
SLUS-21788	SLUS_217.88	0xD529D579A5	Ar Tonelico 2 - Melody of Metafalica
SLES-55444	SLES_554.44	0x9649B11985	Ar tonelico II - Melody of Metafalica
SLPS-73263	SLPS_732.63	0x4FA11CB1F5	Ar tonelico II - Sekai ni Hibiku Shoujo Tachi no Metafalica [PlayStation 2 the Best]
SLPS-25819	SLPS_258.19	0xA919A409ED	Ar Tonelico IISekai ni Hibiku Shoujo Tachi no Souzoushi
SLPS-73249	SLPS_732.49	0x4FA11CB185	Ar-Tonelico - Sekai no Owari de Shi Tsudzukeru Shoujo [PlayStation 2 The Best]
SLPM-66847	SLPM_668.47	0x8166D479BD	Arabians Lost - The Engagement on Desert
SLUS-21165	SLUS_211.65	0x3CC13D91C5	Arc the Lad - End of Darkness
SCAJ-20108	SCAJ_201.08	0xB3C5D098C5	Arc the Lad - Generation
SCPS-15058	SCPS_150.58	0x3E99C48825	Arc the Lad - Generation
SCPS-15041	SCPS_150.41	0x3E99C488BD	Arc the Lad - Seirei no Koukon
SCCS-40007	SCCS_400.07	0xB7F960282D	Arc the Lad - Seirei no Tasogare
PAPX-90230	PAPX_902.30	0x40342C10AD	Arc the Lad - Seirei no Tasogare - Premiere Disc
PCPX-96330	PCPX_963.30	0x4E3C641845	Arc the Lad - Seirei no Tasogare - Premiere Disc
SCUS-97231	SCUS_972.31	0x2E9985C88D	Arc the Lad - Twighlight of the Spirits
SCAJ-20019	SCAJ_200.19	0x9BEDF8B015	Arc the Lad - Twilight of the Spirits
SCAJ-20038	SCAJ_200.38	0x83F5E0A8A5	Arc the Lad - Twilight of the Spirits
SCES-51910	SCES_519.10	0x02D9C18885	Arc the Lad - Twilight of the Spirits
SLES-51910	SLES_519.10	0x02D9218985	Arc the Lad - Twilight of the Spirits
SCUS-97282	SCUS_972.82	0xDF69753815	Arc the Lad - Twilight of the Spirits [Demo]
SCPS-15040	SCPS_150.40	0x3E99C488B5	Arc the Lad - Twilight of the Spirits [Limited Edition]
SCES-52778	SCES_527.78	0x3BE1F9B0DD	Arcade
SCES-52949	SCES_529.49	0x03D9C1881D	Arcade Action - 30 Games
SLES-52949	SLES_529.49	0x03D921891D	Arcade Action - 30 Games
SCES-52902	SCES_529.02	0x1BC1D9909D	Arcade Classics Vol.1
SLES-52902	SLES_529.02	0x1BC139919D	Arcade Classics Vol.1
SLES-53446	SLES_534.46	0x8459A10905	Arcade USA
SLES-52778	SLES_527.78	0x3BE119B1DD	Arcade, The
SLPM-66850	SLPM_668.50	0x896EDC715D	Arcana Heart
SLUS-21720	SLUS_217.20	0xA559A509F5	Arcana Heart
SLPM-55106	SLPM_551.06	0x65F644E9C5	Arcana Heart [AQ the Best]
SLPM-55169	SLPM_551.69	0x55C674D9ED	Arcobaleno!
SLPM-55168	SLPM_551.68	0x55C674D9E5	Arcobaleno! [Limited Edition]
SCES-50274	SCES_502.74	0xA97169200D	Arctic Thunder
SLES-50274	SLES_502.74	0xA97189210D	Arctic Thunder
SLUS-20217	SLUS_202.17	0x2BD12D8175	Arctic Thunder
SLUS-21755	SLUS_217.55	0xAD51AD01E5	Are You Smarter Than a 5th Grader - Make the Grade
SCES-52570	SCES_525.70	0xE339216885	Area 51
SCES-53075	SCES_530.75	0x63B9A1E84D	Area 51
SLES-52570	SLES_525.70	0xE339C16985	Area 51
SLES-53075	SLES_530.75	0x63B941E94D	Area 51
SLPM-66468	SLPM_664.68	0x28CE7CD1CD	Area 51
SLUS-20595	SLUS_205.95	0x8C718D2185	Area 51
SLUS-21337	SLUS_213.37	0x44B945E91D	Arena Football - EA Sports
SLUS-21568	SLUS_215.68	0x8579852915	Arena Football - Road to Glory
SLPS-25178	SLPS_251.78	0x08B904A945	Argus no Senshi
SLPM-66967	SLPM_669.67	0xA146F459DD	Aria - The Natural [Alchemist Best Collection]
ALCH-00008	ALCH_000.08	0x00E4901944	Aria - The Natural ~Tooi Yume no Mirage~ [Limited Edition]
SLPM-55014	SLPM_550.14	0x0D9E2C818D	Aria - The Origination ~Aoi Hoshi no El Cielo~
SLPM-55204	SLPM_552.04	0x5DCE7CD1CD	Aria - The Origination ~Aoi Hoshi no El Cielo~ [Alchemist Best Collection]
ALCH-00014	ALCH_000.14	0x00E4901974	Aria - The Origination ~Aoi Hoshi no El Cielo~ [Limited Edition]
SLPM-66536	SLPM_665.36	0x38DE6CC1BD	Aria the Natural
SCKA-20012	SCKA_200.12	0x1B68FAB0ED	Ark the Lad - jeongryeongui Hwanghon
SLPM-55282	SLPM_552.82	0x4DDE6CC16D	Armen Noir
ARP2-01201	ARP2_012.01	0x29317C32A4	Armen Noir [Limited Edition]
SCAJ-20121	SCAJ_201.21	0xB3C5D0986D	Armored Core - Formula Front
SLKA-25270	SLKA_252.70	0x30483A911D	Armored Core - Formula Front
SLPS-25461	SLPS_254.61	0x40F14CE175	Armored Core - Formula Front
SCAJ-20143	SCAJ_201.43	0xBBCDD890D5	Armored Core - Last Raven
SCES-53820	SCES_538.20	0x3CE1F9B06D	Armored Core - Last Raven
SLES-53820	SLES_538.20	0x3CE119B16D	Armored Core - Last Raven
SLPS-25462	SLPS_254.62	0x40F14CE16D	Armored Core - Last Raven
SLUS-21338	SLUS_213.38	0x44B945E905	Armored Core - Last Raven
SLPM-68520	SLPM_685.20	0x2ACE7CD1AD	Armored Core - Last Raven [Champion Tokubetsu-ban]
SLPM-61118	SLPM_611.18	0x138E3C915D	Armored Core - Last Raven [Famitsu Special Trial Version]
SLPS-73247	SLPS_732.47	0x47A914B97D	Armored Core - Last Raven [PlayStation 2 The Best]
SLPM-61119	SLPM_611.19	0x138E3C9155	Armored Core - Last Raven [Trial Version]
SLES-82036	SLES_820.36	0xC8718921BD	Armored Core - Nexus [Evolution Disc]
SLPS-25338	SLPS_253.38	0x20912C816D	Armored Core - Nexus [Evolution Disc]
SCAJ-20076	SCAJ_200.76	0x8BFDE8A0FD	Armored Core - Nexus [Evolution Disc]
SLUS-20986	SLUS_209.86	0xEC11ED41AD	Armored Core - Nexus [Evolution Disc]
SLKA-25201	SLKA_252.01	0x00780AA115	Armored Core - Nexus [Evolution Disc]
SLPS-73202	SLPS_732.02	0xBF51EC41ED	Armored Core - Nexus [Evolution Disc] [PlayStation 2 The Best]
SLPS-25339	SLPS_253.39	0x20912C8165	Armored Core - Nexus [Revolution Disc]
SLES-82037	SLES_820.37	0xC8718921B5	Armored Core - Nexus [Revolution Disc]
SLUS-21079	SLUS_210.79	0x04F905A92D	Armored Core - Nexus [Revolution Disc]
SLKA-25202	SLKA_252.02	0x00780AA10D	Armored Core - Nexus [Revolution Disc]
SCAJ-20077	SCAJ_200.77	0x8BFDE8A0F5	Armored Core - Nexus [Revolution Disc]
SLPS-73203	SLPS_732.03	0xBF51EC41E5	Armored Core - Nexus [Revolution Disc] [PlayStation 2 The Best]
SCES-53819	SCES_538.19	0x3CE1F9B055	Armored Core - Nine Breaker
SLES-53819	SLES_538.19	0x3CE119B155	Armored Core - Nine Breaker
SLPS-25408	SLPS_254.08	0x48F944E9D5	Armored Core - Nine Breaker
SLUS-21200	SLUS_212.00	0x24D9258935	Armored Core - Nine Breaker
SCKA-20047	SCKA_200.47	0x0370E2A8ED	Armored Core - Nine Breaker
SCAJ-20105	SCAJ_201.05	0xB3C5D098ED	Armored Core - Nine Breaker
SCES-52203	SCES_522.03	0x4A9189C0A5	Armored Core - Silent Line
SLES-52203	SLES_522.03	0x4A9169C1A5	Armored Core - Silent Line
SLUS-20644	SLUS_206.44	0xBC41BD110D	Armored Core - Silent Line
SLKA-25041	SLKA_250.41	0xE890E249FD	Armored Core - Silent Line
SLPS-25730	SLPS_257.30	0xB909B41935	Armored Core [Machine Side Box]
SCES-50079	SCES_500.79	0x508991D81D	Armored Core 2
SLES-50079	SLES_500.79	0x508971D91D	Armored Core 2
SLPS-25007	SLPS_250.07	0xF041FC5115	Armored Core 2
SLUS-20014	SLUS_200.14	0x1BE11DB1FD	Armored Core 2
SCCS-40011	SCCS_400.11	0xB7F960284D	Armored Core 2 - Another Age
SCES-50905	SCES_509.05	0x01D9C1887D	Armored Core 2 - Another Age
SCPS-55024	SCPS_550.24	0x0D91CC803D	Armored Core 2 - Another Age
SLES-50905	SLES_509.05	0x01D921897D	Armored Core 2 - Another Age
SLPS-25040	SLPS_250.40	0xE859E449F5	Armored Core 2 - Another Age
SLUS-20249	SLUS_202.49	0x53A955F90D	Armored Core 2 - Another Age
SLPS-73411	SLPS_734.11	0x77992489AD	Armored Core 2 - Another Age [PlayStation 2 The Best]
SLPS-73403	SLPS_734.03	0x6F813C9175	Armored Core 2 [PlayStation 2 The Best]
SCES-51399	SCES_513.99	0x825941080D	Armored Core 3
SCPS-55014	SCPS_550.14	0x0D91CC808D	Armored Core 3
SLES-51399	SLES_513.99	0x8259A1090D	Armored Core 3
SLPS-25112	SLPS_251.12	0x18A914B945	Armored Core 3
SLUS-20435	SLUS_204.35	0x639965C96D	Armored Core 3
SCAJ-20011	SCAJ_200.11	0x9BEDF8B0D5	Armored Core 3 - Silent Line
SLPS-25169	SLPS_251.69	0x08B904A91D	Armored Core 3 - Silent Line
SLPS-73420	SLPS_734.20	0x77992489D5	Armored Core 3 - Silent Line [PlayStation 2 The Best]
SLPS-73417	SLPS_734.17	0x77992489FD	Armored Core 3 [PlayStation 2 The Best]
SLPM-65229	SLPM_652.29	0x0F962489DD	Arms Men - Air Attack 2
SLES-50233	SLES_502.33	0xB9619931C5	Army Men - Air Attack - Blade's Revenge
SLUS-20004	SLUS_200.04	0x1BE11DB1AD	Army Men - Air Attack 2
SCES-50191	SCES_501.91	0xB16971387D	Army Men - Green Rogue
SLES-50191	SLES_501.91	0xB16991397D	Army Men - Green Rogue
SLUS-20087	SLUS_200.87	0x0BF10DA125	Army Men - Green Rogue
SCES-53996	SCES_539.96	0x0CD1C980DD	Army Men - Major Malfunction
SLES-53996	SLES_539.96	0x0CD12981DD	Army Men - Major Malfunction
SCES-50434	SCES_504.34	0xF129317855	Army Men - Real Time Strategy
SCES-50706	SCES_507.06	0x31E9F1B815	Army Men - Real Time Strategy
SLES-50434	SLES_504.34	0xF129D17955	Army Men - Real Time Strategy
SLES-50706	SLES_507.06	0x31E911B915	Army Men - Real Time Strategy
SLUS-20206	SLUS_202.06	0x2BD12D81CD	Army Men - RTS
SLUS-20132	SLUS_201.32	0x3BC13D918D	Army Men - Sarge's Heroes 2
SCES-52587	SCES_525.87	0xEB31296005	Army Men - Sarge's War
SLES-52587	SLES_525.87	0xEB31C96105	Army Men - Sarge's War
SCES-50192	SCES_501.92	0xB169713885	Army Men - Sarges Heroes 2
SLES-50192	SLES_501.92	0xB169913985	Army Men - Sarges Heroes 2
SLUS-21831	SLUS_218.31	0xC539C5696D	Army Men - Soldiers of Misfortune
SCES-52657	SCES_526.57	0xDB011950E5	Arsenal FC - Club Football 2005
SLES-52657	SLES_526.57	0xDB01F951E5	Arsenal FC - Club Football 2005
SLES-54790	SLES_547.90	0x35E911B9B5	Art of Fighting Anthology
SLUS-21487	SLUS_214.87	0x6C916DC185	Art of Fighting Anthology
SLPS-25790	SLPS_257.90	0xB101BC11DD	Art of Fighting Collection [NeoGeo Online Collection the Best]
SLUS-21305	SLUS_213.05	0x5CA15DF105	Arthur and the Invisibles
SCES-54420	SCES_544.20	0x9549511885	Arthus & The Minimoys
SLES-54420	SLES_544.20	0x9549B11985	Arthus & The Minimoys
SLPM-65441	SLPM_654.41	0x57CE7CD1E5	Ashita no Joe - Masshiro ni Moetsukuru
SLPM-65625	SLPM_656.25	0xD0368429DD	Ashita no Joe Masshiro ni Moetsukuru [Konami The Best]
SLPM-66457	SLPM_664.57	0x20C674D92D	Asobi ni Iku Yo!
SLPM-66456	SLPM_664.56	0x20C674D925	Asobi ni Iku Yo! [Limited Edition]
SLES-53233	SLES_532.33	0x4B9169C175	Assault Suits Valken
SLKA-15023	SLKA_150.23	0x26483A91D5	Assault Suits Valken
SLPM-62501	SLPM_625.01	0xB52E9C3125	Assault Suits Valken Zero
SLUS-20866	SLUS_208.66	0xF409F55975	Asterix & Obelix XXL - Kick Buttix
SCES-53060	SCES_530.60	0x63B9A1E8F5	Asterix & Obelix XXL 2 - Mission Las Vegum
SLES-53060	SLES_530.60	0x63B941E9F5	Asterix & Obelix XXL 2 - Mission Las Vegum
SCES-51838	SCES_518.38	0x2AF1E9A06D	Asterix & Obelix XXL2
SCES-53725	SCES_537.25	0xC41901489D	Asterix & Obelix XXL2
SCES-53849	SCES_538.49	0x24F9E1A85D	Asterix & Obelix XXL2
SLES-51838	SLES_518.38	0x2AF109A16D	Asterix & Obelix XXL2
SLES-53725	SLES_537.25	0xC419E1499D	Asterix & Obelix XXL2
SLES-53849	SLES_538.49	0x24F901A95D	Asterix & Obelix XXL2
SLUS-29111	SLUS_291.11	0xF401FD51D5	Asterix & Obilex XXL - Kick Buttix [Demo]
SLES-55035	SLES_550.35	0x0DD1298165	Asterix at the Olympic Games
SCES-51085	SCES_510.85	0x518991D88D	Aston Villa - Club Football
SLES-51085	SLES_510.85	0x518971D98D	Aston Villa - Club Football
SCES-52668	SCES_526.68	0xDB0119508D	Aston Villa FC - Club Football 2005
SLES-52668	SLES_526.68	0xDB01F9518D	Aston Villa FC - Club Football 2005
SLUS-20867	SLUS_208.67	0xF409F5597D	Astro Boy
SLES-55593	SLES_555.93	0xFE21D97105	Astro Boy - The Video Game
SLUS-21895	SLUS_218.95	0xF509F5595D	Astro Boy - The Video Game
SCAJ-25037	SCAJ_250.37	0x681500481D	Astro Boy Atom
SLAJ-25037	SLAJ_250.37	0x6815E0491D	Astro Boy Atom
SLPM-65551	SLPM_655.51	0xC02694397D	Astro Boy Atom
SCES-52486	SCES_524.86	0xF329317875	Astroboy
SLES-52486	SLES_524.86	0xF329D17975	Astroboy
SLPS-25582	SLPS_255.82	0x60D16CC18D	Asutoro Kyudan Kessen
SCES-53061	SCES_530.61	0x63B9A1E8FD	Atari Anthology
SLES-53061	SLES_530.61	0x63B941E9FD	Atari Anthology
SLUS-21076	SLUS_210.76	0x04F905A935	Atari Anthology
SCES-53764	SCES_537.64	0x34E9F1B8A5	Atelier Iris - Eternal Mana
SLES-53764	SLES_537.64	0x34E911B9A5	Atelier Iris - Eternal Mana
SLUS-21113	SLUS_211.13	0x0CF10DA155	Atelier Iris - Eternal Mana
SLPM-66537	SLPM_665.37	0x38DE6CC1B5	Atelier Iris - Eternal Mana 2 [Gust Best Price]
SLPM-66436	SLPM_664.36	0x20C674D9C5	Atelier Iris - Grand Fantasm
SLPM-66849	SLPM_668.49	0x896EDC7145	Atelier Iris - Grand Phantasm [Gust Best Price]
SLPM-65985	SLPM_659.85	0xB056E4497D	Atelier Iris 2 - Eternal Mana
SCES-54385	SCES_543.85	0xAD71692095	Atelier Iris 2 - The Azoth of Destiny
SLES-54385	SLES_543.85	0xAD71892195	Atelier Iris 2 - The Azoth of Destiny
SLUS-21327	SLUS_213.27	0x44B945E9AD	Atelier Iris 2 - The Azoth of Destiny
SLES-54822	SLES_548.22	0x3DE119B1BD	Atelier Iris 3 - Grand Phantasm
SLUS-21564	SLUS_215.64	0x9D619D31ED	Atelier Iris 3 - Grand Phantasm
SLPS-25045	SLPS_250.45	0xE859E449DD	Atelier Lilie
SLPM-66140	SLPM_661.40	0x50B604A975	Atelier Marie + Elie - Atelier of Salburg 1&2
GUST-00006	GUST_000.06	0x00EAB47A34	Atelier Marie + Elie [Limited Edition]
SLPM-65594	SLPM_655.94	0xC82E9C31DD	Atelier no Iris - Eternal Mana
SLPM-66081	SLPM_660.81	0x48AE1CB185	Atelier no Iris - Eternal Mana [Gust Best Price]
SCES-52411	SCES_524.11	0x9B415910F5	Athens '04
SLES-52411	SLES_524.11	0x9B41B911F5	Athens '04
SCAJ-20089	SCAJ_200.89	0x8BFDE8A055	Athens 2004
SCED-52491	SCED_524.91	0x732231781D	Athens 2004
SCUS-97379	SCUS_973.79	0xC7716D2005	Athens 2004
SCES-52410	SCES_524.10	0x9B415910FD	Athens 2004 - Olympic Summer Games
SLES-52410	SLES_524.10	0x9B41B911FD	Athens 2004 - Olympic Summer Games
SCUS-97403	SCUS_974.03	0xC7716D20C5	Athens 2004 [Demo]
SCES-50661	SCES_506.61	0xC911094055	Atlantis III
SCES-50757	SCES_507.57	0x21F9E1A8BD	Atlantis III
SLES-50661	SLES_506.61	0xC911E94155	Atlantis III
SLES-50757	SLES_507.57	0x21F901A9BD	Atlantis III
SLES-50561	SLES_505.61	0xD109F1596D	Atlantis III - The New World
SCES-50293	SCES_502.93	0xA9716920B5	ATV Off-Road
SLES-50293	SLES_502.93	0xA9718921B5	ATV Off-Road
SLES-50850	SLES_508.50	0x19C13991BD	ATV Off-Road 2
SCUS-97104	SCUS_971.04	0x0EB9A5E855	ATV Off-Road Fury
SCUS-97122	SCUS_971.22	0x06B1ADE0CD	ATV Off-Road Fury [Demo]
SCES-51814	SCES_518.14	0x2AF1E9A0AD	ATV Off-Road Fury 2
SCUS-97211	SCUS_972.11	0x36819DD035	ATV Off-Road Fury 2
SCUS-97369	SCUS_973.69	0xCF796528DD	ATV Off-Road Fury 2
SLES-51814	SLES_518.14	0x2AF109A1AD	ATV Off-Road Fury 2
SCUS-97238	SCUS_972.38	0x2E9985C845	ATV Off-Road Fury 2 [Demo]
SCUS-97510	SCUS_975.10	0xE7514D000D	ATV Off-Road Fury 2 [Greatest Hits]
SCES-53754	SCES_537.54	0xCC110940AD	ATV Off-Road Fury 3
SCUS-97405	SCUS_974.05	0xC7716D20F5	ATV Off-Road Fury 3
SLES-53754	SLES_537.54	0xCC11E941AD	ATV Off-Road Fury 3
SLUS-97405	SLUS_974.05	0xC7718D21F5	ATV Off-Road Fury 3
SCUS-97514	SCUS_975.14	0xE7514D006D	ATV Off-Road Fury 3 [Greatest Hits]
SCUS-97479	SCUS_974.79	0xEF5945080D	ATV Off-Road Fury 4
SCUS-97579	SCUS_975.79	0x97213D7015	ATV Off-Road Fury 4 [Demo]
SLUS-20570	SLUS_205.70	0x84798529C5	ATV Quad Power Racing 2
SLES-54224	SLES_542.24	0x449961C975	Australian Idol Sing
SCES-51191	SCES_511.91	0x499189C045	Auto Modellista
SLES-51191	SLES_511.91	0x499169C145	Auto Modellista
SLPM-65124	SLPM_651.24	0x27BE0CA1BD	Auto Modellista
SLPM-65183	SLPM_651.83	0x1F8634995D	Auto Modellista
SLUS-20642	SLUS_206.42	0xBC41BD113D	Auto Modellista
